intro,score,title
"Further loading of balance sheet with acquisitions can diminish the scarcity appeal the Adani Transmission stock is enjoying right nowthere are few listed stocks in the sector, which is known to offer steady earnings",1,Adani Transmission: Scarcity appeal
United Bank of India reported a net profit of Rs43.53 crore in the September quarter against Rs61.86 crore in the year-ago period,1,United Bank of Indias Q2 net profit falls 30% to Rs43.53 crore on bad loans 
"While other countries have long relied on AI to gather intelligence, India has continued to use agents to eyeball reams of data gathered over the years",0,India turns to artificial intelligence as cyber warfare threats grow 
"Rapid expansion helped real estate company DLF build a brand and scale up during the boom phase in real estate, but size has become its bane now",0,DLFs size becomes a burden
"Irdas problem lies in the fact that, HDFC Life is merging with Max Financial Services, which is a non-banking financial services firm, a person familiar with the matter said",0,"Irdai expresses concerns over HDFC Life, Max Financial Services merger"
"The March-quarter operating margins expanded 100-200 basis points for most auto firms, thanks to low raw material costs
",1,Automobiles: Has the profit margin peaked?
"In its discussions with the N.K. Singh panel, a finance ministry department suggested an end to statutory liquidity ratio requirements that force banks to buy bonds",0,N.K. Singh panel backs proposal to scrap SLR requirements for banks
Elon Musks Tesla Motors said in a regulatory filing that the move to drop the word Motors was made to reflect the fact that Tesla is now in the solar business as well,0,Tesla drops Motors from name to show its not just a carmaker
Nasscom says the latest H1B visa memorandum from the USCIS reinforces existing practices by adjudicators and clarifies requirements for certain computer professionals,0,Nasscom says USCIS H1B visa memo to have little impact on Indian IT firms 
"Swan Energy is building the project in joint venture with Exmar of Belgium, which holds a 38% stake in the project",0,IFFCO eyes 10% stake in Swan Energys LNG terminal
Mphasis proposes to buy back 1.73 crore shares  at a maximum price of Rs635 per share ,1,"Mphasis board approves Rs1,103 crore share buyback plan"
"Gail scraps LNG shipping tender, the second in less than two years, to hire as many as nine new such ships from global fleet owners to transport gas from the US",0,Gail scraps LNG shipping tender yet again
Brent crude prices were up 5 cents at $56.85 a barrel by 2.55pm after settling up $1.22 in the previous session,0,Oil prices steady after sharp rise in US stockpiles
"According to Goldman Sachs report, fiscal consolidation in 2017-18 is mainly driven by a reduction in expenditure, particularly current spending",0,"Goldman Sachs says Modi govt has struck a balance between fiscal prudence, growth boost "
"India will build a new 9 million tonne refinery in Rajasthan, auction more fields with oil and gas discoveries, says  Dharmendra Pradhan",0,"Govt planning more refineries, higher LNG use: Dharmendra Pradhan"
"Cairn India Limited along with its partners to invest Rs3,240 crore in the Ravva Fields in the Krishna-Godavari Basin",0,"Cairn India, partners to invest Rs3,240 crore in Ravva Field"
Intas MD Binish Chudgar on the purchase of Actavis UK and Actavis Ireland from Israel-based generic drug maker Teva Pharma,0,"With the Teva deal, Intas will become No.1 or 2 in UK, Ireland: MD Binish Chudgar"
"ABBs focus on high technology and short-cycle products has started to pay off by way of better profitability
",0,"ABB: Robust show, though outlook remains grim"
Ratan Tata made a brief intervention at the meeting of shareholders of Tata Chemicals to express his views on the battle with Cyrus Mistry ,0,"Ratan Tata speaks out on Mistry feud, sees move to damage his reputation"
"State-run oil marketing companies Bharat Petroleum, Hindustan Petroleum and Indian Oil are expected to report a good quarter thanks to a recovery in GRMs, inventory gains",1,Expect a decent December quarter from Indian oil firms
Starbucks CEO says in direct contact with employees affected by Trumps immigration ban and will do everything possible to support and help them,0,"Starbucks plans to hire 10,000 refugees after Donald Trumps immigration ban"
"RBI deputy governor Viral Acharya faces the challenge of modernizing capital markets, financial institutions in India where at least 600 million dont even have a bank account",0,"Amid RBI turmoil over note ban, new deputy Viral Acharya enters policy fray"
"HULs net profit rose 7% to Rs1,037.93 crore for the 3rd quarter aided by one-time gains even as sales volumes fell 4%",1,HUL results reveal demonetisation impact
Aditya Birla Idea Payments Bank is a 51:49 joint venture between Aditya Birla Nuvo and telecom major Idea Cellular,0,Aditya Birla Idea Payments Bank to open first branch by first half of 2017
"Biocons sales rose 29.3% at Rs1,029.3 crore during the quarter, compared with Rs796.2 crore a year ago",1,Biocons December quarter profit rises 65% to Rs171.3 crore on strong sales
"Whether FY17 will be better than the previous year for aviation companies will depend on how crude prices fare
",0,Aviation: Crude price roadblock for sector
Apples manufacturing plant is expected to come up in Peenya Industrial Area of Bengaluru,0,Apple set to manufacture iPhones in Bengaluru
At the heart of the standoff between Apple and Qualcomm is a commercial dispute over how much the latter is entitled to charge phone makers to use its patented technology,0,Qualcomm accuses Apple of lying to regulators and making threats
This solar power sector has enormous potential but many challenges lie ahead as well,0,Leveraging the sun to power Indias future
"The only second non-Tata to take charge of the Tata group after Nowroji Saklatvala in 1932, Cyrus Mistrys tenure is the shortest  of any group chairmen",1,Cyrus Mistrys Tata journey: From surprise entry to  unexpected exit
"Bain and Co. partner Raj Pherwani talks about sustained cost transformation, disruptive tech, consolidation in the telecom industry and future of conglomerates",1,"Performance improvement, not cost cutting, is the key: Bains Raj Pherwani"
"Shares of sugar mills are reaching new highs every other day with no specific news supporting the gains. Are investors riding their luck too far?
",0,Will rally in sugar shares leave a bitter aftertaste?
"Correction or not, theres very little thats sexy about starting up in India. Especially for first-generation entrepreneurs, against whom much of the Future Group founders ire  is directed",0,Why Kishore Biyani is scared of start-ups
"Bank of Barodas  net interest income, or the difference between interest earned on loans and that paid on deposits, rose 5.6% year-on-year to Rs3,426 crore",1,Bank of Baroda Q2 net profit at Rs552.12 crore
"CPPIB CEO Mark Machin on India as an investment destination, increasing allocation to emerging markets and the pension funds plans",0,A lot of money is looking at India: CPPIBs Mark Machin
